recorder_code,clip id,annotation_file,card,site,dropoff:Point_ID,audio_file,annotation,start_time,end_time,low_f,high_f,Delta Time (s),Delta Freq (Hz),Channel,Selection,Notes,View,Avg Power Density (dB FS/Hz)
M12-2484,376,20240610_070000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0376_MSD-4197_20240610_070000.WAV,RASI_B,28.584682047,29.749014556,365.124,1306.219,1.1643,941.095,1,23,,Spectrogram 1,-67.11
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,0.031899521,0.542291854,329.126,1244.508,0.5104,915.382,1,1,,Spectrogram 1,-48.66
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,1.148382749,1.762448525,236.559,2355.308,0.6141,2118.749,1,2,,Spectrogram 1,-43.39
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,6.068883834,6.603200808,313.698,1676.486,0.5343,1362.788,1,3,,Spectrogram 1,-50.91
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_A,12.672695618,13.310686035,272.558,1321.647,0.638,1049.089,1,4,,Spectrogram 1,-53.02
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,13.462208759,13.797153727,1069.66,1388.501,0.3349,318.841,1,5,,Spectrogram 1,-67.42
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_A,13.478158519,14.251721899,298.27,1013.091,0.7736,714.821,1,6,,Spectrogram 1,-51.0
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,14.554767346,15.280481445,293.128,1254.793,0.7257,961.665,1,7,,Spectrogram 1,-51.26
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,15.543652491,16.022145304,251.987,1182.797,0.4785,930.81,1,8,,Spectrogram 1,-49.68
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,16.404939553,16.891407246,313.698,1126.228,0.4865,812.53,1,9,,Spectrogram 1,-48.75
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,17.298126136,17.736744547,339.411,1218.795,0.4386,879.384,1,10,,Spectrogram 1,-46.59
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,18.207262479,18.510307927,838.243,1059.375,0.303,221.132,1,11,,Spectrogram 1,-63.07
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,19.330025894,19.880292628,282.843,1203.367,0.5503,920.524,1,12,,Spectrogram 1,-49.52
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,23.11809399,24.266476739,215.989,1085.087,1.1484,869.099,1,13,,Spectrogram 1,-60.29
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,24.48684909,25.499658876,303.413,1033.662,1.0128,730.248,1,14,,Spectrogram 1,-54.37
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,25.672379544,26.374169002,318.841,982.236,0.7018,663.395,1,15,,Spectrogram 1,-55.31
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_B,26.565566127,27.187606783,437.121,930.81,0.622,493.689,1,16,,Spectrogram 1,-55.6
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_B,27.498627111,28.096743126,298.27,941.095,0.5981,642.824,1,17,,Spectrogram 1,-53.9
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_B,28.431688094,29.189301714,298.27,1151.941,0.7576,853.671,1,18,,Spectrogram 1,-49.73
M12-2260,256,20240603_100000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0256_MSD-1767_20240603_100000.WAV,RASI_E,29.481726127,29.99996875,293.128,987.378,0.5182,694.25,1,19,,Spectrogram 1,-55.67
M12-2574,494,20240620_020000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0494_MSD-2087_20240620_020000.WAV,RASI_A,4.98340338,5.262524187,473.119,858.813,0.2791,385.695,1,1,,Spectrogram 1,-72.04
M12-2574,494,20240620_020000,MSD-2087,Rainbow meadows,SINE0096,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0494_MSD-2087_20240620_020000.WAV,RASI_?,16.899400364,17.14662165,395.98,982.236,0.2472,586.256,1,2,,Spectrogram 1,-68.95
M12-2398,129,20240609_120000,MSD-4280,Dot Lake 12052,SINE0139,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0129_MSD-4280_20240609_120000.WAV,u,15.664009699,16.522493999,382.22,1042.914,0.8585,660.694,1,1,,Spectrogram 1,-65.98
M12-2398,129,20240609_120000,MSD-4280,Dot Lake 12052,SINE0139,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0129_MSD-4280_20240609_120000.WAV,u,26.37774658,26.851834924,382.22,1463.356,0.4741,1081.136,1,2,,Spectrogram 1,-71.34
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_E,1.698649483,2.735383909,380.552,797.102,1.0367,416.55,1,1,,Spectrogram 1,-65.88
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_?,9.995781986,10.649722163,452.548,797.102,0.6539,344.554,1,2,,Spectrogram 1,-63.42
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_?,10.91289321,11.423285543,473.119,771.389,0.5104,298.27,1,3,,Spectrogram 1,-64.51
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_?,13.182271729,13.812287265,416.55,781.674,0.63,365.124,1,4,,Spectrogram 1,-63.83
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_?,11.706918891,12.177436823,426.835,745.676,0.4705,318.841,1,5,,Spectrogram 1,-64.99
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_?,12.368833948,12.943025322,406.265,771.389,0.5742,365.124,1,6,,Spectrogram 1,-64.45
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,14.082796348,15.637897988,221.132,1311.362,1.5551,1090.23,1,7,,Spectrogram 1,-49.67
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,15.813345352,16.738431456,251.987,1347.36,0.9251,1095.373,1,9,,Spectrogram 1,-51.36
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,17.012241736,17.586433111,257.13,1290.791,0.5742,1033.662,1,10,,Spectrogram 1,-47.28
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,17.666558834,17.945679641,262.272,1182.797,0.2791,920.524,1,11,,Spectrogram 1,-45.64
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,18.214259976,18.684777908,298.27,1259.936,0.4705,961.665,1,12,,Spectrogram 1,-51.25
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,18.939974074,19.585939371,257.13,1331.932,0.646,1074.802,1,13,,Spectrogram 1,-50.71
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,19.619130797,20.647890343,293.128,1146.799,1.0288,853.671,1,14,,Spectrogram 1,-51.51
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_E,21.007773698,21.581965073,231.417,1450.212,0.5742,1218.795,1,15,,Spectrogram 1,-53.67
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,21.819937792,22.394129167,257.13,1326.789,0.5742,1069.66,1,16,,Spectrogram 1,-52.16
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,22.691585966,22.930832372,251.987,1316.504,0.2392,1064.517,1,17,,Spectrogram 1,-47.34
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,23.313626622,23.584772549,262.272,1347.36,0.2711,1085.087,1,18,,Spectrogram 1,-47.38
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,23.919717517,24.143014163,262.272,1383.358,0.2233,1121.086,1,19,,Spectrogram 1,-46.4
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,24.494563935,24.829508904,231.417,1342.217,0.3349,1110.8,1,20,,Spectrogram 1,-47.63
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,25.172428752,25.45952444,215.989,1362.788,0.2871,1146.799,1,21,,Spectrogram 1,-48.45
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,25.906216492,26.169387539,241.702,1383.358,0.2632,1141.656,1,22,,Spectrogram 1,-45.12
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_?,27.186332945,27.616976476,287.985,1316.504,0.4306,1028.519,1,23,,Spectrogram 1,-60.89
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_E,29.108279074,29.491073323,251.987,1234.223,0.3828,982.236,1,24,,Spectrogram 1,-59.23
M12-2260,254,20240603_080000,MSD-1767,Granite Lake_,SINE0153,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0254_MSD-1767_20240603_080000.WAV,RASI_C,29.714369969,29.985515896,226.274,1337.075,0.2711,1110.8,1,25,,Spectrogram 1,-48.13
M12-2296,523,20240711_040000,MSD-1420,Lower Castle Creek deep pool_,SINE0089,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0523_MSD-1420_20240711_040000.WAV,u,19.568474334,29.178204978,96.481,878.488,9.6097,782.007,1,1,,Spectrogram 1,-67.65
M12-2361,293,20240529_010000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0293_MSD-4259_20240529_010000.WAV,RASI_?,13.000203751,13.717942969,313.698,617.111,0.7177,303.413,1,1,,Spectrogram 1,-71.99
M12-2361,293,20240529_010000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0293_MSD-4259_20240529_010000.WAV,RASI_?,18.853802276,19.643315416,354.839,689.108,0.7895,334.269,1,2,,Spectrogram 1,-72.18
M12-2361,293,20240529_010000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0293_MSD-4259_20240529_010000.WAV,RASI_?,27.510818172,28.316281073,359.982,714.821,0.8055,354.839,1,3,,Spectrogram 1,-71.56
M12-2541,159,20240514_040000,MSD-1198,,SINE0168,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0159_MSD-1198_20240514_040000.WAV,RASI_D,8.370278911,9.008269327,575.971,1213.652,0.638,637.682,1,1,,Spectrogram 1,-62.94
M12-2541,159,20240514_040000,MSD-1198,,SINE0168,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0159_MSD-1198_20240514_040000.WAV,RASI_D,10.914265696,11.265160424,529.687,1563.349,0.3509,1033.662,1,2,,Spectrogram 1,-61.61
M12-2361,286,20240529_110000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0286_MSD-4259_20240529_110000.WAV,RASI_?,1.355729634,2.75133367,349.696,1625.06,1.3956,1275.364,1,1,,Spectrogram 1,-56.84
M12-2361,286,20240529_110000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0286_MSD-4259_20240529_110000.WAV,RASI_?,10.629098757,11.386712377,354.839,1378.215,0.7576,1023.376,1,2,,Spectrogram 1,-55.96
M12-2361,286,20240529_110000,MSD-4259,Rock Lake 12069,SINE0137,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0286_MSD-4259_20240529_110000.WAV,RASI_?,26.052051957,26.450795968,287.985,1625.06,0.3987,1337.075,1,3,,Spectrogram 1,-54.81
M12-2380,93,20240531_060000,MSD-3421,Rock Lake 12069,SINE0142,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0093_MSD-3421_20240531_060000.WAV,u,6.277142105,6.606332988,305.776,633.393,0.3292,327.617,1,1,,Spectrogram 1,-70.72
M12-2380,93,20240531_060000,MSD-3421,Rock Lake 12069,SINE0142,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0093_MSD-3421_20240531_060000.WAV,u,6.76337818,7.119749962,273.014,671.615,0.3564,398.601,1,2,,Spectrogram 1,-69.2
M12-2380,93,20240531_060000,MSD-3421,Rock Lake 12069,SINE0142,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0093_MSD-3421_20240531_060000.WAV,u,10.888894069,11.47479344,283.935,758.979,0.5859,475.045,1,3,,Spectrogram 1,-72.64
M12-2380,93,20240531_060000,MSD-3421,Rock Lake 12069,SINE0142,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0093_MSD-3421_20240531_060000.WAV,u,18.40358174,18.938139413,174.729,944.629,0.5346,769.9,1,4,,Spectrogram 1,-59.83
M12-2620,665,20240614_110000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0665_MSD-1963_20240614_110000.WAV,RASI_?,1.531176999,2.017644691,1146.799,2015.897,0.4865,869.099,1,1,,Spectrogram 1,-75.83
M12-2620,665,20240614_110000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0665_MSD-1963_20240614_110000.WAV,RASI_D,5.933310871,6.188507037,930.81,1691.914,0.2552,761.104,1,2,,Spectrogram 1,-72.0
M12-2620,665,20240614_110000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0665_MSD-1963_20240614_110000.WAV,RASI_?,6.244331199,6.746748651,786.817,2170.175,0.5024,1383.358,1,3,,Spectrogram 1,-75.6
M12-2620,665,20240614_110000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0665_MSD-1963_20240614_110000.WAV,RASI_?,10.753395624,11.263787957,1115.943,1938.758,0.5104,822.815,1,4,,Spectrogram 1,-77.29
M12-2620,665,20240614_110000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0665_MSD-1963_20240614_110000.WAV,RASI_?,11.686456608,11.957602535,791.96,1671.343,0.2711,879.384,1,5,,Spectrogram 1,-73.72
M12-2620,665,20240614_110000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0665_MSD-1963_20240614_110000.WAV,RASI_?,13.217633607,13.767900341,1033.662,1481.067,0.5503,447.406,1,6,,Spectrogram 1,-75.61
M12-2620,665,20240614_110000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0665_MSD-1963_20240614_110000.WAV,RASI_?,15.751475097,16.221993029,1049.089,1969.614,0.4705,920.524,1,7,,Spectrogram 1,-76.81
M12-2620,665,20240614_110000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0665_MSD-1963_20240614_110000.WAV,RASI_?,17.81696907,18.104064757,802.245,1383.358,0.2871,581.113,1,8,,Spectrogram 1,-69.34
M12-2620,665,20240614_110000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0665_MSD-1963_20240614_110000.WAV,RASI_?,18.319386522,20.17753361,678.823,1455.354,1.8581,776.532,1,9,,Spectrogram 1,-75.75
M12-2620,665,20240614_110000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0665_MSD-1963_20240614_110000.WAV,RASI_?,21.555851875,22.688284863,977.093,1985.042,1.1324,1007.949,1,10,,Spectrogram 1,-76.6
M12-2620,665,20240614_110000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0665_MSD-1963_20240614_110000.WAV,RASI_A,27.124920305,27.563538716,755.961,1830.764,0.4386,1074.802,1,11,,Spectrogram 1,-68.25
M12-2380,85,20240531_070000,MSD-3421,Rock Lake 12069,SINE0142,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0085_MSD-3421_20240531_070000.WAV,RASI_?,6.936232584,7.587570174,256.633,753.519,0.6513,496.886,1,1,,Spectrogram 1,-72.04
M12-2484,375,20240610_030000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0375_MSD-4197_20240610_030000.WAV,RASI_?,0.964960504,1.387629155,401.122,1151.941,0.4227,750.819,1,1,,Spectrogram 1,-64.32
M12-2484,375,20240610_030000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0375_MSD-4197_20240610_030000.WAV,RASI_D,5.422918538,5.717989105,359.982,1409.071,0.2951,1049.089,1,2,,Spectrogram 1,-67.84
M12-2484,375,20240610_030000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0375_MSD-4197_20240610_030000.WAV,RASI_E,11.618441385,12.017185395,426.835,1357.645,0.3987,930.81,1,3,,Spectrogram 1,-72.95
M12-2484,375,20240610_030000,MSD-4197,Howard Pond_,SINE0156,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0375_MSD-4197_20240610_030000.WAV,RASI_A,27.772258069,28.067328636,390.837,1599.347,0.2951,1208.51,1,4,,Spectrogram 1,-68.71
M12-2468,402,20240624_070000,MSD-0225,Rivendell_,SINE0144,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0402_MSD-0225_20240624_070000.WAV,RASI_?,16.209959274,16.624653045,509.117,1028.519,0.4147,519.402,1,1,,Spectrogram 1,-70.65
M12-2620,657,20240614_100000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0657_MSD-1963_20240614_100000.WAV,RASI_?,1.770423405,2.36853942,961.665,1367.93,0.5981,406.265,1,1,,Spectrogram 1,-71.5
M12-2620,657,20240614_100000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0657_MSD-1963_20240614_100000.WAV,RASI_?,3.764143456,4.107063304,930.81,1419.356,0.3429,488.547,1,2,,Spectrogram 1,-71.01
M12-2620,657,20240614_100000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0657_MSD-1963_20240614_100000.WAV,RASI_?,5.789763027,6.244331199,1151.941,1357.645,0.4546,205.704,1,3,,Spectrogram 1,-72.48
M12-2620,657,20240614_100000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0657_MSD-1963_20240614_100000.WAV,RASI_?,6.993969938,7.265115864,483.404,1115.943,0.2711,632.539,1,4,,Spectrogram 1,-74.07
M12-2620,657,20240614_100000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0657_MSD-1963_20240614_100000.WAV,RASI_?,9.034203259,9.361173348,915.382,1388.501,0.327,473.119,1,5,,Spectrogram 1,-69.84
M12-2620,657,20240614_100000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0657_MSD-1963_20240614_100000.WAV,RASI_?,12.630874231,12.798346715,570.828,2036.468,0.1675,1465.64,1,6,,Spectrogram 1,-64.42
M12-2620,657,20240614_100000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0657_MSD-1963_20240614_100000.WAV,RASI_E,10.980074029,11.267169716,719.963,1275.364,0.2871,555.4,1,7,,Spectrogram 1,-75.12
M12-2620,657,20240614_100000,MSD-1963,50731 Sleet,SINE0081,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0657_MSD-1963_20240614_100000.WAV,RASI_?,22.40779157,22.80653558,827.958,1486.21,0.3987,658.252,1,8,,Spectrogram 1,-72.16
M12-2318,448,20240620_150000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0448_MSD-2334_20240620_150000.WAV,RASI_?,10.062783464,10.381778672,236.559,915.382,0.319,678.823,1,1,,Spectrogram 1,-67.39
M12-2318,448,20240620_150000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0448_MSD-2334_20240620_150000.WAV,RASI_?,12.223975999,12.455247524,251.987,853.671,0.2313,601.684,1,2,,Spectrogram 1,-68.64
M12-2318,448,20240620_150000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0448_MSD-2334_20240620_150000.WAV,RASI_?,13.906675721,14.193771409,426.835,1002.806,0.2871,575.971,1,3,,Spectrogram 1,-74.0
M12-2318,448,20240620_150000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0448_MSD-2334_20240620_150000.WAV,RASI_A,16.820566527,17.195385897,210.846,1079.945,0.3748,869.099,1,4,,Spectrogram 1,-60.64
M12-2318,448,20240620_150000,MSD-2334,Rainbow meadows,SINE0101,2nd_round_annot/2_annotate_stratified_v2/audio_clips/0448_MSD-2334_20240620_150000.WAV,RASI_?,28.910656627,29.285475997,246.845,930.81,0.3748,683.965,1,5,,Spectrogram 1,-74.4
